联合指挥官	Comandantes Aliados	1
联合指挥官	COMANDANTES ALIADOS	20
研发	Pesquisa	2
研发	Pesquisar	1
研发	PESQUISA	1
自由射击	Abrir fogo	2
自由射击	Abrir Fogo	1
攻城模式	Cerco	1
攻城模式	Modo Agressivo	1
迷宫式隐形迷彩	Imolação Pirocinética	1
迷宫式隐形迷彩	Camuflagem Labirinto	2
导弹塔	Torre de Mísseis	3
导弹塔	Torre de mísseis	3
大和炮	Arma Yamato	1
大和炮	Yamato Master Blaster	2
大和炮	Canhão Yamato	1
大和炮	Yamato	1
强大的皇家卫队战舰。可以使用大和炮与战术跳跃。在星港中建造。<n/><n/><c val="#ColorAttackInfo">可以对地和对空。</c>	Poderosa nave de combate da Guarda Real. Usa Canhão Yamato e Salto Tático.<n/><n/><c val="#ColorAttackInfo">Ataca unidades aéreas e terrestres.</c>	1
强大的皇家卫队战舰。可以使用大和炮与战术跳跃。在星港中建造。<n/><n/><c val="#ColorAttackInfo">可以对地和对空。</c>	Poderosa nave de combate da Guarda Real. Usa Canhão Yamato e Salto Tático. Construída no Estaleiro Sideral.<n/><n/><c val="#ColorAttackInfo">Ataca unidades aéreas e terrestres.</c>	1
该科技被指挥官威望锁定。	Este aprimoramento está travado pelo seu Prestígio de Comandante.	3
该科技被指挥官威望锁定。	Esta aprimoramento está travado pelo seu Prestígio de Comandante.	1
建造在瓦斯气泉上，用于采集高能瓦斯。	Transdobrado sobre uma fonte de gás vespeno para possibilitar a extração do gás.	1
建造在瓦斯气泉上，用于采集高能瓦斯。	Transdobrado sobre um gêiser de vespeno para possibilitar a extração do gás.	1
建造在瓦斯气泉上，用于采集高能瓦斯。	Transmutado sobre uma fonte de gás vespeno para possibilitar a extração do gás.	2
建造在瓦斯气泉上，用于采集高能瓦斯。	Construída sobre uma fonte de gás vespeno para possibilitar a extração do gás.	1
建造在瓦斯气泉上，用于采集高能瓦斯。	Construída sobre um gêiser de vespeno para possibilitar a extração do gás.	1
专业对空攻击手。可以切换为劳工。<n/><n/><c val="#ColorAttackInfo">可以对地和对空。</c>	Unidade de ataque antiaéreo especializada. Alterna para Operário.<n/><n/><c val="#ColorAttackInfo">Ataca unidades aéreas e terrestres.</c>	1
专业对空攻击手。可以切换为劳工。<n/><n/><c val="#ColorAttackInfo">可以对地和对空。</c>	Unidade de ataque anti-infantaria especializada. Alterna para Operário.<n/><n/><c val="#ColorAttackInfo">Ataca unidades terrestres.</c>	1
空对空激光炮组	Bateria Laser ATA	2
空对空激光炮组	Bateria laser ATA	2
空对地激光炮组	Bateria Laser ATS	2
空对地激光炮组	Bateria laser ATS	2
C-10型霰弹步枪	Rifle de Cilindro C-10	1
C-10型霰弹步枪	Rifle C-10	1
攻城坦克	Tanque de cerco	4
攻城坦克	Tanque de Cerco	1
+~A~%	+~A~%	44
+~A~%	+ ~A~%	1
长箭飞弹	Míssil Relâmpago	3
长箭飞弹	Míssil relâmpago	2
惩罚者榴弹	Granadas de Punição	4
惩罚者榴弹	Granadas de punição	2
研究机械飞蝗截击机舱室	Pesquisar Polos de Gafanhoceptores Mecanoide	1
研究机械飞蝗截击机舱室	Pesquisar Polo de Gafanhoceptor Mecanoide	1
取消	Cancelar	10
取消	CANCELAR	4
爆炸	Explodir	2
爆炸	Explosão	1
自毁型单位。爆炸时能够造成小范围的伤害。<n/><n/><c val="ffff8a">可以对地。</c>	Unidade suicida. Causa danos sobre uma área pequena quando morre. <n/><n/><c val="ffff8a">Ataca unidades terrestres.</c>	1
自毁型单位。爆炸时能够造成小范围的伤害。<n/><n/><c val="ffff8a">可以对地。</c>	Unidade suicida. Causa danos numa área pequena quando morre.<n/><n/><c val="ffff8a">Ataca unidades terrestres.</c>	1
自毁型单位。爆炸时能够造成小范围的伤害。<n/><n/><c val="ffff8a">可以对地。</c>	Unidade suicida. Causa dano em uma área pequena quando morre. <n/><n/><c val="ffff8a">Ataca unidades terrestres.</c>	1
机械孵化场的更高级形态，为机械异虫提供更多的升级方案和建筑方案。可孵化所有机械异虫单位和接收采集到的资源。	Versão mais evoluída da Incubadora Mecanoide, que permite aprimoramentos adicionais e produção de estruturas. Também gera todas as unidades Zergs Mecanoides e recebe recursos extraídos.	1
机械孵化场的更高级形态，为机械异虫提供更多的升级方案和建筑方案。可孵化所有机械异虫单位和接收采集到的资源。	Versão evoluída da Incubadora Mecanoide, que permite aprimoramentos adicionais e produção de estruturas. Também gera todas as unidades Zergs Mecanoides e recebe recursos extraídos.	1
远程攻击单位。<n/><n/><c val="ffff8a">可以对地和对空。</c>	Agressor de longo alcance.<n/><n/><c val="ffff8a">Ataca unidades aéreas e terrestres.</c>	1
远程攻击单位。<n/><n/><c val="ffff8a">可以对地和对空。</c>	Agressor de longo alcance.<n/><n/><c val="ffff8a">Ataca unidades terrestres e aéreas.</c>	3
“爱心区域”每秒给予斯台特曼的单位<d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ + Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/>点艾能恢复。盟友单位每秒获得<d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ +  Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/>点能量恢复。	Permite que Stetzonas concedam <d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ + Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de egonergia por segundo às unidades de Stetmann. Unidades aliadas ganham <d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ +  Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de energia por segundo.	1
“爱心区域”每秒给予斯台特曼的单位<d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ + Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/>点艾能恢复。盟友单位每秒获得<d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ +  Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/>点能量恢复。	Stetzonas concedem <d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ + Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de egonergia por segundo às unidades de Stetmann. Unidades aliadas ganham <d ref="$UpgradeEffectArrayValue:PowerFieldEnergyRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Energy]$ +  Effect,MasteryStetmannStetzoneBonusesEnergyRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de energia por segundo.	1
允许“爱心区域”给予斯台特曼的单位<d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/>点每秒生命恢复。盟友单位获得<d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/>点每秒生命恢复。	Permite que Stetzonas concedam <d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de vida por segundo às unidades de Stetmann. Unidades aliadas ganham <d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de vida por segundo.	1
允许“爱心区域”给予斯台特曼的单位<d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/>点每秒生命恢复。盟友单位获得<d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/>点每秒生命恢复。	Stetzonas concedem <d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationSelfDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de vida por segundo às unidades de Stetmann. Unidades aliadas ganham <d ref="$UpgradeEffectArrayValue:PowerFieldHPRegeneration:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.VitalRegenArray[Life]$ + Effect,MasteryStetmannStetzoneBonusesHPRegenerationAllyDisplayDummy,Amount" precision = "2"  player = "current"/> de regeneração de vida por segundo.	1
允许“爱心区域”给予斯台特曼的单位<d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.MoveSpeedMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedSelfDisplayDummy,Amount" player = "current"/>%移动速度加成。盟友单位获得<d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.AccelerationMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedAllyDisplayDummy,Amount" player = "current"/>%移动速度加成。	Permite que Stetzonas concedam <d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.MoveSpeedMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedSelfDisplayDummy,Amount" player = "current"/>% a mais de velocidade de movimento às unidades de Stetmann. Unidades aliadas ganham <d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.AccelerationMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedAllyDisplayDummy,Amount" player = "current"/>% a mais de velocidade de movimento.	1
允许“爱心区域”给予斯台特曼的单位<d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.MoveSpeedMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedSelfDisplayDummy,Amount" player = "current"/>%移动速度加成。盟友单位获得<d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.AccelerationMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedAllyDisplayDummy,Amount" player = "current"/>%移动速度加成。	Stetzonas concedem <d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffSelfStetmann,PowerStageArray[1].Modification.MoveSpeedMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedSelfDisplayDummy,Amount" player = "current"/>% a mais de velocidade de movimento às unidades de Stetmann. Unidades aliadas ganham <d ref="$UpgradeEffectArrayValue:PowerFieldMovementSpeed:Behavior,PowerFieldBuffAllyStetmann,PowerStageArray[1].Modification.AccelerationMultiplier$*100+Effect,MasteryStetmannStetzoneBonusesMovementSpeedAllyDisplayDummy,Amount" player = "current"/>% a mais de velocidade de movimento.	1
刺针利爪	Garras de Agulha	1
刺针利爪	Garras de agulha	1
寄生孢子	Esporo de Parasita	2
寄生孢子	Esporo de parasita	2
在机械巨型尖塔中研究机械飞蝗截击机舱室	Pesquise Polos de Gafanhoceptores Mecanoides no Grande Pináculo Mecanoide	1
在机械巨型尖塔中研究机械飞蝗截击机舱室	Pesquisa Polos de Gafanhoceptores Mecanoides no Grande Pináculo Mecanoide	1
机械飞蝗截击机	Gafanhoceptor Mecanoide	1
机械飞蝗截击机	Gafanhoceptores Mecanoides	1
-~A~秒	-~A~ segundos	6
-~A~秒	-~A~ s	6
<c val="#ColorAttackInfo">必须潜地后才能攻击。</c>	<c val="#ColorAttackInfo">É preciso estar Entocado para atacar.</c>	1
<c val="#ColorAttackInfo">必须潜地后才能攻击。</c>	<c val="#ColorAttackInfo">É preciso estar entocado para atacar.</c>	1
制造共生体	Criar Simbionte	1
制造共生体	Criar Simbiontes	1
高级建造	Construção Avançada	4
高级建造	Construção avançada	1
损坏的德拉肯激光钻机	Broken Drakken Laser Drill	1
损坏的德拉肯激光钻机	Furadeira Laser Drakken Quebrada	1
隐形力场	Campo de camuflagem	2
隐形力场	Campo de invisibilidade	2
隐形力场	Campo de Camuflagem	1
仆从机	Servidores	1
仆从机	Servidor	1
聚变打击	Ataque nuclear	1
聚变打击	Ataque Nuclear	1
脉冲手雷	Granada de Pulso	2
脉冲手雷	Granadas de Pulso	1
灵能风暴	Tempestade psi	1
灵能风暴	Tempestade psiônica	3
霉菌滋生	Crescimento fúngico	4
霉菌滋生	Crescimento Fúngico	3
支配	Dominação	2
支配	Dominar	1
史克比的天使	Anjos Skibis	3
史克比的天使	Anjos de Skibi	3
召唤休伯利安号	Evocar Hipérion	1
召唤休伯利安号	Convoca a Hipérion	1
Void Shard ACUnstable Energy	Void Shard ACUnstable Energy	2
Void Shard ACUnstable Energy	Fragmento do Vazio - CAEnergia Instável	1
Void Shard ACVoid Zone	Void Shard ACVoid Zone	1
Void Shard ACVoid Zone	Fragmento do Vazio - CAZona do Vazio	2
自动机炮	Torre de artilharia automatizada	1
自动机炮	Torre de Artilharia Automatizada	1
战列巡航舰	Cruzador de batalha	3
战列巡航舰	Cruzador de Batalha	1
航母艾尔	Transportadora de Aiur	1
航母艾尔	Colosso de Aiur	1
黑暗圣堂武士	Templário das trevas	2
黑暗圣堂武士	Templário das Trevas	3
吞噬者	O Devorador	2
吞噬者	Devorador	1
火蝠	Morcego de fogo	1
火蝠	Morcego de Fogo	1
维京战机	Viking	5
维京战机	Caça Viking	1
高阶圣堂武士	Templário supremo	3
高阶圣堂武士	Templário Supremo	1
凯莫瑞安工人	Trabalhadores Kel Morianos	1
凯莫瑞安工人	Trabalhador Kelmoriano	3
轨道控制基地	Comando orbital	2
轨道控制基地	Comando Orbital	1
光子炮台	Canhão de fótons	2
光子炮台	Canhão de Fótons	3
侦察机	Nave batedora	1
侦察机	Batedor	1
脊针爬虫	Lagarta espinhosa	3
脊针爬虫	Lagarta Espinhosa	1
孢子爬虫	Lagarta de esporos	2
孢子爬虫	Lagarta de Esporos	1
孢子爬虫	Lagarta de esporos - Arma	1
被感染的军械库	Arsenal infestado	3
被感染的军械库	Arsenal Infestado	1
被感染的兵营	Quartel infestado	4
被感染的兵营	Quartel Infestado	5
被感染的重工厂	Fábrica infestada	4
被感染的重工厂	Fábrica Infestada	1
被感染的陆战队员	Soldado infestado	1
被感染的陆战队员	Soldado Infestado	1
被感染的星港	Estaleiro sideral infestado	3
被感染的星港	Estaleiro Sideral Infestado	1
折跃棱镜	Prisma de Dobra	1
折跃棱镜	Prisma de dobra	2
跳虫	Zergnídeo	6
跳虫	Zergnídeos	1
返回主腔体。	Volte à Câmara Principal.	1
返回主腔体。	Volte à câmara principal.	1
求生无路	Night 2 Die	1
求生无路	Noite Morta	1
回旋刃	Glaive Ricocheteadora	2
回旋刃	Glaive Ricocheteador	3
隐形	Camuflagem	1
隐形	Camuflado	1
黑暗圣堂武士召回	Dark Templar Recalling	1
黑暗圣堂武士召回	Templário das Trevas - Reconvocar	1
焦油炸弹	Bomba de Piche	1
焦油炸弹	Bombas de Piche	3
火控复检	Ativar Substituição	10
火控复检	Cancelar Ativador	3
狂暴	Frenesi	2
狂暴	Frenéticos	1
On Death Vorazun Recall On Death Recently Recalled	On Death Vorazun Recall On Death Recently Recalled	1
On Death Vorazun Recall On Death Recently Recalled	Ao Morrer - Vorazun - Convocação ao Morrer - Convocado Recentemente	1
感染虫群	Enxame Infestado	1
感染虫群	Enxame infestado	1
Void Shard ACDamage Field Debuff	Void Shard ACDamage Field Debuff	1
Void Shard ACDamage Field Debuff	Fragmento do Vazio - CADano - Penalidade Campo	1
该单位已隐形，只能被侦测单位或侦测效果发现。	Esta unidade está camuflada e só será revelada por detectores ou efeitos.	2
该单位已隐形，只能被侦测单位或侦测效果发现。	Esta unidade está camuflada, a menos que seja revelada por detectores ou efeitos.	1
攻击速度降低。	Velocidades de ataque desaceleradas.	1
攻击速度降低。	Velocidade de ataque reduzida.	1
该单位的护甲提高了。	A blindagem desta unidade aumentou.	1
该单位的护甲提高了。	Esta unidade tem blindagem aumentada.	1
该单位正在持续受到伤害。	Esta unidade está recebendo dano ao longo do tempo.	4
该单位正在持续受到伤害。	A unidade está recebendo dano ao longo do tempo.	1
热能射线枪	Lanças Térmicas	7
热能射线枪	Lança térmica	1
潜地冲锋	Carga Subterrânea	3
潜地冲锋	Carregando Entocar	1
军械库双重队列	Armory Double Queue	1
军械库双重队列	Fila Dupla do Arsenal	1
生物质搜集	Biomassa coletada	3
生物质搜集	Biomassa Coletada	2
折跃母舰	Treinar Nave-mãe	1
折跃母舰	Transdobrar Nave-mãe	1
培育爆蚊	Incubação de Flagelo	1
培育爆蚊	Incubar Flagelo	1
德拉肯激光钻机攻击	Drakken Laser Drill Attack	1
德拉肯激光钻机攻击	Ataque da Furadeira Laser Drakken	1
已锁定	Travado	4
已锁定	Bloqueado	2
加载	Carregar	2
加载	CARREGAR	1
孵化虫后	Treinar Rainha	1
孵化虫后	Criar Rainha	1
修理太阳锻炉	Reparar Usina Solar	1
修理太阳锻炉	Conserta a Usina Solar	1
研究后燃充能	Pesquisar Pós-combustão	3
研究后燃充能	Pesquisar Sistema de Armas Classe Ares	1
研究防御矩阵	Pesquisar Matriz Defensiva	1
研究防御矩阵	Pesquisar Matriz de Defesa	2
研究多重锁定武器系统	Pesquisar Sistemas de Mira de Trava Múltipla	1
研究多重锁定武器系统	Pesquisar Sistemas de Mira de Conexão Múltipla	2
神经寄生	Parasita neural	6
神经寄生	Parasita Neural	1
强化修理系统	Sistemas de Reparo Avançados	1
强化修理系统	Sistemas de Conserto Avançados	1
执政官战甲	Traje de Blindagem de Pretor	1
执政官战甲	Traje Blindagem de Pretor Ativo	1
削铁刃虫	Espada Cortante	1
削铁刃虫	Espadas Cortantes	1
暴龙兽	Torrasque	2
暴龙兽	Tiranozoide	1
奇点充能	Carga de singularidade	1
奇点充能	Carga de Singularidade	1
折跃星灵机械单位。<n/><n/><c val="ffff8a">开启：</c><n/>- 不朽者<n/>- 侦测器	Transdobra unidades protoss robóticas.<n/><n/><c val="ffff8a">Ativa:</c><n/>- Imortais<n/>- Vigias	2
折跃星灵机械单位。<n/><n/><c val="ffff8a">开启：</c><n/>- 不朽者<n/>- 侦测器	Transdobra unidades protoss robóticas.<n/><n/><c val="ffff8a">Habilita:</c><n/>- Imortais<n/>- Vigias	1
为侦测器、不朽者和巨像提供升级方案。<n/><n/><c val="ffff8a">开启：</c><n/>- 可以在机械台中折跃巨像	Contém aprimoramentos para Vigias, Imortais e Colossos.<n/><n/><c val="ffff8a">Habilita:</c><n/>- Colossos na Central de Robótica	1
为侦测器、不朽者和巨像提供升级方案。<n/><n/><c val="ffff8a">开启：</c><n/>- 可以在机械台中折跃巨像	Contém aprimoramentos para Vigia, Imortal e Colosso.<n/><n/><c val="ffff8a">Ativa:</c><n/>- Colosso na Central de Robótica	1
投射一道可移动但无法攻击的无敌阴影。<n/><n/>激活此技能后，使徒会在<d ref="Behavior,AdeptPhaseShiftTimer,Duration"/>秒后传送到阴影的位置。<n/><n/>激活后可以取消。	Projeta um Vulto invulnerável que pode se movimentar, mas não atacar.<n/><n/>A Adepta se teleporta para a posição do Vulto <d ref="Behavior,AdeptPhaseShiftTimer,Duration"/> segundos após a ativação.<n/><n/>Pode ser cancelado após a ativação.	1
投射一道可移动但无法攻击的无敌阴影。<n/><n/>激活此技能后，使徒会在<d ref="Behavior,AdeptPhaseShiftTimer,Duration"/>秒后传送到阴影的位置。<n/><n/>激活后可以取消。	Projeta um Vulto invulnerável que se movimenta, mas não ataca.<n/><n/>A Adepta se teleporta para a posição do Vulto <d ref="Behavior,AdeptPhaseShiftTimer,Duration"/> segundos após a ativação.<n/><n/>Pode ser cancelado após a ativação.	1
喷射胆汁轰炸目标区域，伤害区域内的地面和空中单位。	Bombardeia os locais selecionados com bile, causando dano a unidades terrestres e aéreas.	1
喷射胆汁轰炸目标区域，伤害区域内的地面和空中单位。	Bombardeia o local selecionado com bile, causando dano a unidades terrestres e aéreas.	1
为霍纳的单位开启额外的研究选项。	Habilita opções de pesquisa adicionais para as unidades de Horner.	1
为霍纳的单位开启额外的研究选项。	Habilita opções de pesquisa adicional para as unidades de Horner.	1
空中单位研发建筑。科技实验室可以同任何生产建筑相组合。<n/><n/><c val="ffff8a">开启：</c><n/>- 被感染的女妖<n/>- 虫巢女王	Estrutura de pesquisa aeroespacial. O Laboratório Técnico pode ser anexado a qualquer estrutura de produção.<n/><n/><c val="ffff8a">Ativa:</c><n/>- Vudus Infestados<n/>- Rainha	1
空中单位研发建筑。科技实验室可以同任何生产建筑相组合。<n/><n/><c val="ffff8a">开启：</c><n/>- 被感染的女妖<n/>- 虫巢女王	Estrutura de pesquisa aeroespacial. O Laboratório Técnico pode ser anexado a qualquer estrutura de produção.<n/><n/><c val="ffff8a">Ativa:</c><n/>- Vudus Infestados<n/>- Rainhas	1
一种能从地下采集瓦斯的高级精炼厂，能使用短距折跃力场将高能瓦斯直接送往指挥中心。<n/><n/><c val="FFFF8A">无需建在瓦斯气泉上。</c>	NÃO USADO. Uma Refinaria avançada que envia gás vespeno refinado direto à Central de Comando via campos de transdobra de curto alcance.<n/><n/><c val="FFFF8A">Não precisa ser construída num gêiser de gás vespeno.</c>	1
一种能从地下采集瓦斯的高级精炼厂，能使用短距折跃力场将高能瓦斯直接送往指挥中心。<n/><n/><c val="FFFF8A">无需建在瓦斯气泉上。</c>	Uma Refinaria avançada que envia gás vespeno refinado direto à Central de Comando via campos de transdobra de curto alcance.<n/><n/><c val="FFFF8A">Não precisa ser construída num gêiser de gás vespeno.</c>	1
强大的灵能战士。<n/><n/><c val="ffff8a">可以对地和对空。</c>	Poderoso atacante psiônico.<n/><n/><c val="ffff8a">Ataca unidades aéreas e terrestres.</c>	1
强大的灵能战士。<n/><n/><c val="ffff8a">可以对地和对空。</c>	Atacante psiônico poderoso.<n/><n/><c val="ffff8a">Ataca unidades terrestres e aéreas.</c>	1
远程对地飞行单位。<n/><n/><c val="ffff8a">可以对地。</c>	Voador antiterrestre de longo alcance. <n/><n/><c val="ffff8a">Ataca unidades terrestres.</c>	1
远程对地飞行单位。<n/><n/><c val="ffff8a">可以对地。</c>	Unidade aérea antiterrestre de longo alcance.<n/><n/><c val="ffff8a">Ataca unidades terrestres.</c>	1
召唤强力临时防御蠕虫，可以侦测隐形和潜地单位。	Convoca um poderoso verme defensivo temporário que detecta unidades camufladas e entocadas.	1
召唤强力临时防御蠕虫，可以侦测隐形和潜地单位。	Convoca um poderoso verme defensivo temporário que detecta unidades entocadas e camufladas.	1
迅捷的肉搏型生物。<n/><n/><c val="FFFF8A">可以对地。</c>	Criatura de luta corpo a corpo rápida.<n/><n/><c val="FFFF8A">Ataca unidades terrestres.</c>	1
迅捷的肉搏型生物。<n/><n/><c val="FFFF8A">可以对地。</c>	Criatura de combate corpo a corpo veloz.<n/><n/><c val="FFFF8A">Ataca unidades terrestres.</c>	2
蜘蛛雷会对进入范围的敌方单位进行追击，引爆后可造成大量范围伤害。潜地的蜘蛛雷只能被敌人的侦测单位发现。	Minas-aranha perseguem unidades inimigas que entram no alcance e detonam para provocar danos de área pesados. Minas-aranha plantadas só podem ser vistas por detectores do inimigo.	1
